StockCode,Recency,Frequency,Monetary,Recency_Neglog,Frequency_Neglog,Monetary_Neglog,Recency_Scaled,Frequency_Scaled,Monetary_Scaled
21464,497,124,0.11318764,6.210600077,4.828313737,0.107227647,9.838911626,6.198066915,5.869938205
21465,507,82,0.161846332,6.230481448,4.418840608,0.150010405,9.641151838,5.683343094,6.171507659
21466,502,129,0.305192089,6.22059017,4.86753445,0.266350225,9.739540273,6.247368893,6.991570172
21467,507,120,0.330998068,6.230481448,4.795790546,0.285929088,9.641151838,6.157183984,7.129578737
21468,496,68,0.218178952,6.208590026,4.234106505,0.197357081,9.858905582,5.451125065,6.505247513
21469,505,107,0.305976779,6.226536669,4.682131227,0.26695125,9.680390507,6.014309753,6.995806714
21470,494,158,0.269920485,6.204557763,5.068904202,0.238954288,9.899014466,6.500498587,6.798460191
21471,499,157,0.404140368,6.214608098,5.062595033,0.339425278,9.799043878,6.492567713,7.506665622
21472,496,43,0.409189588,6.208590026,3.784189634,0.343014779,9.858905582,4.885561872,7.531967492
21473,504,23,0.275583625,6.224558429,3.17805383,0.243403819,9.70006804,4.12362534,6.829824288
21476,588,35,-0.153532706,6.378426184,3.583518938,-0.142829152,8.169547072,4.63331092,4.107324105
21479,494,415,0.364013132,6.204557763,6.03068526,0.310431187,9.899014466,7.709495184,7.302290482
21481,494,442,0.10002462,6.204557763,6.09356977,0.095332562,9.899014466,7.788543485,5.786091475
21484,494,368,0.427481345,6.204557763,5.910796644,0.355911594,9.899014466,7.558790481,7.622875272
21485,494,571,0.160199938,6.204557763,6.349138991,0.148592351,9.899014466,8.109804042,6.161512001
21486,510,1,1,6.23636959,0.693147181,0.693147181,9.582582544,1,10
21488,503,6,-0.145742931,6.222576268,1.945910149,-0.136053275,9.719784577,2.574772297,4.155086277
21491,501,1,0.035793157,6.21860012,0.693147181,0.035167468,9.759335284,1,5.361996459
21494,494,285,0.421646794,6.204557763,5.655991811,0.351815914,9.899014466,7.238490789,7.594005415
21495,501,181,-0.010656674,6.21860012,5.204006687,-0.010600292,9.759335284,6.670327721,5.039386159
21497,513,245,-0.003520766,6.242223265,5.505331536,-0.003514583,9.524356096,7.049104901,5.089332294
21498,499,352,-0.005550523,6.214608098,5.866468057,-0.005535176,9.799043878,7.503067704,5.075089423
21499,496,231,-0.004261949,6.208590026,5.446737372,-0.004252892,9.858905582,6.975449733,5.084128055
21500,503,229,-0.009543874,6.222576268,5.438079309,-0.009498619,9.719784577,6.964566208,5.047151689
21503,498,23,-0.000282183,6.212606096,3.17805383,-0.000282144,9.818957778,4.12362534,5.112117288
21504,502,130,0.00709181,6.22059017,4.875197323,0.007066781,9.739540273,6.257001425,5.163918791
21506,497,341,-0.015592482,6.210600077,5.834810737,-0.015472168,9.838911626,7.463273209,5.005045007
21507,494,286,-0.011646253,6.204557763,5.659482216,-0.011578957,9.899014466,7.242878365,5.032487686
21508,494,248,-0.006239229,6.204557763,5.517452896,-0.006219845,9.899014466,7.064341928,5.070263289
21509,494,297,-0.002405397,6.204557763,5.697093487,-0.002402509,9.899014466,7.290157211,5.097171139
21518,494,59,-0.000371783,6.204557763,4.094344562,-0.000371713,9.899014466,5.275438809,5.111485922
21519,494,288,-0.0195019,6.204557763,5.666426688,-0.019314175,9.899014466,7.25160784,4.977963259
21520,494,69,-0.001960455,6.204557763,4.248495242,-0.001958536,9.899014466,5.469212273,5.100300641
21523,495,518,0.14610231,6.206575927,6.251903883,0.13636689,9.878939808,7.987575689,6.075336503
21524,494,550,0.293104357,6.204557763,6.311734809,0.257045806,9.899014466,8.062785515,6.925984675
21527,498,181,0.00148247,6.212606096,5.204006687,0.001481373,9.818957778,6.670327721,5.124548057
21528,494,122,0.157102147,6.204557763,4.812184355,0.14591873,9.899014466,6.177791647,6.142666039
21530,504,120,-0.002050865,6.224558429,4.795790546,-0.002048765,9.70006804,6.157183984,5.099664632
21531,498,292,0.07418991,6.212606096,5.680172609,0.071566806,9.818957778,7.268887003,5.618570109
21533,490,415,0.22742613,6.196444128,6.03068526,0.2049194,9.979720707,7.709495184,6.558553199
21534,494,169,0.052359236,6.204557763,5.135798437,0.051034535,9.899014466,6.584587269,5.473841113
21535,497,420,-0.088516287,6.210600077,6.042632834,-0.084815564,9.838911626,7.724513753,4.516253466
21537,509,73,0.035547919,6.234410726,4.304065093,0.034930677,9.602067349,5.539065761,5.360327349
21539,497,284,0.109200072,6.210600077,5.65248918,0.1036391,9.838911626,7.234087845,5.844643055
21544,494,184,-0.035487098,6.204557763,5.220355825,-0.034871942,9.899014466,6.69087923,4.868298816
21547,494,28,0.183256129,6.204557763,3.36729583,0.16827007,9.899014466,4.361509973,6.300217387
21555,583,75,0.099654891,6.369900983,4.33073334,0.094996395,8.254347156,5.572588796,5.783721886
21556,494,147,0.277552813,6.204557763,4.997212274,0.244946383,9.899014466,6.410379014,6.8406976
21557,494,189,0.177620172,6.204557763,5.247024072,0.163495599,9.899014466,6.724402265,6.266562835
21558,496,464,0.385476955,6.208590026,6.142037406,0.326044452,9.858905582,7.849469208,7.412346121
21559,492,665,0.317561002,6.200509174,6.501289671,0.275782302,9.939285734,8.301063427,7.058055516
21561,503,243,0.427507202,6.222576268,5.497168225,0.355929708,9.719784577,7.038843299,7.623002955
21562,503,32,-0.034977738,6.222576268,3.496507561,-0.034379917,9.719784577,4.523934198,4.871767029
21563,504,190,0.281857872,6.224558429,5.252273428,0.248310488,9.70006804,6.731000912,6.864410684
21564,503,151,0.14520362,6.222576268,5.023880521,0.135582455,9.719784577,6.443902049,6.069807133
21576,494,75,0.365355517,6.204557763,4.33073334,0.311414847,9.899014466,5.572588796,7.309224156
21577,496,174,-0.064311807,6.208590026,5.164785974,-0.062328399,9.858905582,6.621025743,4.674762232
21578,496,139,-0.041521666,6.208590026,4.941642423,-0.040682784,9.858905582,6.340525527,4.827339035
21579,498,56,0.160657273,6.212606096,4.043051268,0.148986459,9.818957778,5.210961122,6.164290013
21580,576,64,0.321071034,6.357842267,4.17438727,0.278442797,8.374295083,5.376055639,7.076808959
21581,503,74,0.293959445,6.222576268,4.317488114,0.257706855,9.719784577,5.555939025,6.930644312
21584,500,157,-0.01176156,6.216606101,5.062595033,-0.01169293,9.779169766,6.492567713,5.031684308
21586,501,78,-0.074497528,6.21860012,4.369447852,-0.071853136,9.759335284,5.621254459,4.607623741
21587,504,14,-0.018651817,6.224558429,2.708050201,-0.018480005,9.70006804,3.532812302,4.9838432
21588,502,123,-0.034589983,6.22059017,4.820281566,-0.034005196,9.739540273,6.187970159,4.87440838
21591,500,126,-0.022610048,6.216606101,4.844187086,-0.02235823,9.779169766,6.218020338,4.956506157
21592,502,202,-0.003610753,6.22059017,5.313205979,-0.003604249,9.739540273,6.807595523,5.088700245
21594,806,2,0.187082986,6.693323668,1.098612289,0.171499026,5.037265035,1.50968558,6.32297783
21595,510,1,0.246674806,6.23636959,0.693147181,0.220479852,9.582582544,1,6.668236566
21609,498,104,0.190834232,6.212606096,4.65396035,0.174654096,9.818957778,5.978897853,6.345217466
21613,496,55,0.167953243,6.208590026,4.025351691,0.155252852,9.858905582,5.188712058,6.208460909
21614,558,14,0.191140019,6.326149473,2.708050201,0.174910848,8.689542973,3.532812302,6.34702727
21615,494,133,0.01348392,6.204557763,4.8978398,0.013393821,9.899014466,6.285463908,5.208517176
21616,494,121,0.049812957,6.204557763,4.804021045,0.048612013,9.899014466,6.167530045,5.456765101
21617,495,110,-0.019660876,6.206575927,4.709530201,-0.019470097,9.878939808,6.04875134,4.976864184
21618,494,98,0.043597372,6.204557763,4.59511985,0.042673756,9.899014466,5.904933032,5.414907193
21619,494,148,0.011085936,6.204557763,5.003946306,0.011024937,9.899014466,6.418843957,5.191819261
21620,494,151,1,6.204557763,5.023880521,0.693147181,9.899014466,6.443902049,10
21621,496,505,0.341033689,6.208590026,6.226536669,0.293440726,9.858905582,7.955688104,7.182527189
21622,494,137,1,6.204557763,4.927253685,0.693147181,9.899014466,6.322438318,10
21623,497,245,0.337196433,6.210600077,5.505331536,0.290575208,9.838911626,7.049104901,7.162328563
21624,495,109,0.262528507,6.206575927,4.700480366,0.233116461,9.878939808,6.037375341,6.757310196
21625,494,191,0.20309313,6.204557763,5.257495372,0.184895849,9.899014466,6.7375651,6.417410095
21626,500,149,-0.019298237,6.216606101,5.010635294,-0.019114388,9.779169766,6.427252278,4.97937153
21627,497,55,0.167856403,6.210600077,4.025351691,0.155169934,9.838911626,5.188712058,6.207876434
21628,500,35,0.193855028,6.216606101,3.583518938,0.177187591,9.779169766,4.63331092,6.363075701
21629,494,35,-0.109274582,6.204557763,3.583518938,-0.103706272,9.899014466,4.63331092,4.383095607
21630,497,37,0.349972545,6.210600077,3.63758616,0.300084255,9.838911626,4.701275542,7.22935646
21631,494,37,0.397501193,6.204557763,3.63758616,0.33468578,9.899014466,4.701275542,7.473257586
21632,494,33,0.086096065,6.204557763,3.526360525,0.082589675,9.899014466,4.561460547,5.696268714
21633,494,53,0.336226497,6.204557763,3.988984047,0.289849594,9.899014466,5.142996499,7.15721382
21634,500,30,-0.016078075,6.216606101,3.433987204,-0.015950191,9.779169766,4.445343652,5.001675491
21635,511,17,-0.001017303,6.238324625,2.890371758,-0.001016786,9.563135832,3.761997666,5.1069389
21636,540,64,0.00512895,6.293419279,4.17438727,0.005115841,9.015109878,5.376055639,5.150166901
21637,577,6,1,6.359573869,1.945910149,0.693147181,8.357070855,2.574772297,10
21638,501,34,0.102810626,6.21860012,3.555348061,0.097862035,9.759335284,4.59789902,5.803921367
21640,500,78,-0.011145244,6.216606101,4.369447852,-0.011083594,9.779169766,5.621254459,5.035979431
21641,497,49,-0.010006545,6.210600077,3.912023005,-0.009956811,9.838911626,5.046253445,5.043921959
21642,498,92,-0.008512718,6.212606096,4.532599493,-0.008476689,9.818957778,5.826342485,5.054355127
21643,500,63,-0.020240046,6.216606101,4.158883083,-0.020037939,9.779169766,5.356566267,4.972861552
21644,500,38,-0.043397493,6.216606101,3.663561646,-0.042482208,9.779169766,4.73392775,4.814655152
21645,1209,1,1,7.098375639,0.693147181,0.693147181,1.008217258,1,10
21647,501,25,-0.06476544,6.21860012,3.258096538,-0.062754531,9.759335284,4.22424217,4.671758493
21648,495,52,-0.043124685,6.206575927,3.970291914,-0.042220713,9.878939808,5.119499753,4.816498393
21650,494,128,0.005061231,6.204557763,4.859812404,0.005048466,9.899014466,6.237661977,5.149691979
21651,501,9,-0.005099771,6.21860012,2.302585093,-0.005086811,9.759335284,3.023126723,5.078249882
21654,504,77,0.031637474,6.224558429,4.356708827,0.031147321,9.70006804,5.605241003,5.33365902
21655,681,7,0.001081795,6.525029658,2.079441542,0.00108121,6.711283824,2.742626507,5.121727372
21656,495,70,-0.013566481,6.206575927,4.262679877,-0.01347528,9.878939808,5.487042917,5.019120781
21657,498,18,0.308743495,6.212606096,2.944438979,0.269067513,9.818957778,3.829962289,7.010723941
21658,496,294,0.242051383,6.208590026,5.686975356,0.216764354,9.858905582,7.277438324,6.642046563
21661,652,4,-0.099318299,6.481577129,1.609437912,-0.094690259,7.143505678,2.151813469,4.446648176
21662,500,32,0.340631249,6.216606101,3.496507561,0.293140584,9.779169766,4.523934198,7.180411531
21664,496,17,0.220428267,6.208590026,2.890371758,0.199201835,9.858905582,3.761997666,6.518250917
21666,500,49,-0.012578099,6.216606101,3.912023005,-0.012499652,9.779169766,5.046253445,5.025997845
21667,778,3,0.356555782,6.658011046,1.386294361,0.304948975,5.388519326,1.871313253,7.26364716
21668,494,504,-0.042531675,6.204557763,6.224558429,-0.041652058,9.899014466,7.953201379,4.820506765
21669,494,489,-0.025469985,6.204557763,6.194405391,-0.025151029,9.899014466,7.915297824,4.936820119
21670,497,428,-0.061091633,6.210600077,6.061456919,-0.059298221,9.838911626,7.748176369,4.69612152
21671,496,425,-0.033867166,6.208590026,6.054439346,-0.033306302,9.858905582,7.739355004,4.879334787
21672,494,458,-0.043289106,6.204557763,6.12905021,-0.042378325,9.899014466,7.833143793,4.815387412
21673,494,424,-0.049515871,6.204557763,6.052089169,-0.048328983,9.899014466,7.736400739,4.773442089
21675,494,123,-0.02137103,6.204557763,4.820281566,-0.021145872,9.899014466,6.187970159,4.965051895
21676,494,61,-0.019568145,6.204557763,4.127134385,-0.01937915,9.899014466,5.316656906,4.977505257
21677,494,131,-0.028391826,6.204557763,4.882801923,-0.027996248,9.899014466,6.266560705,4.916764587
21678,538,34,-0.047103781,6.289715571,3.555348061,-0.046028049,9.051950623,4.59789902,4.789661037
21679,500,158,-0.019649223,6.216606101,5.068904202,-0.019458669,9.779169766,6.500498587,4.976944739
21680,497,109,-0.04703159,6.210600077,4.700480366,-0.045959103,9.838911626,6.037375341,4.790147026
21681,726,1,0.13,6.588926478,0.693147181,0.122217633,6.075702816,1,5.97560044
21682,497,37,0.070267915,6.210600077,3.63758616,0.067909005,9.838911626,4.701275542,5.592786804
21683,503,52,0.228861166,6.222576268,3.970291914,0.206087859,9.719784577,5.119499753,6.566789502
21684,503,44,-0.001269024,6.222576268,3.80666249,-0.001268219,9.719784577,4.913811135,5.105166582
21686,752,2,-0.235830205,6.624065228,1.098612289,-0.211742975,5.726178029,1.50968558,3.621560563
21688,500,56,0.173771465,6.216606101,4.043051268,0.160222039,9.779169766,5.210961122,6.243487986
21689,501,26,1,6.21860012,3.295836866,0.693147181,9.759335284,4.271683246,10
21690,508,6,0.240678083,6.232448017,1.945910149,0.215658072,9.621590396,2.574772297,6.634248538
21692,498,7,0.051760158,6.212606096,2.079441542,0.050465102,9.818957778,2.742626507,5.469827258
21693,501,44,0.156331764,6.21860012,3.80666249,0.145252722,9.759335284,4.913811135,6.137971442
21694,496,18,0.331688541,6.208590026,2.944438979,0.286447717,9.858905582,3.829962289,7.133234477
21695,570,39,0.246562196,6.34738921,3.688879454,0.22038952,8.478271532,4.76575323,6.667599829
21696,507,33,-0.037460388,6.230481448,3.526360525,-0.036775792,9.641151838,4.561460547,4.854878853
21698,500,42,-0.061651689,6.216606101,3.761200116,-0.059825893,9.779169766,4.856663144,4.692402036
21700,496,192,0.426461407,6.208590026,5.262690189,0.355196837,9.858905582,6.74409519,7.617837055
21703,497,304,0.014524634,6.210600077,5.720311777,0.014420162,9.838911626,7.319343514,5.215751706
21704,494,240,0.036235135,6.204557763,5.484796933,0.035594082,9.899014466,7.023292098,5.3650036
21705,500,119,0.22459536,6.216606101,4.787491743,0.202610471,9.779169766,6.146752063,6.542277892
21706,494,97,0.311989436,6.204557763,4.584967479,0.271544639,9.899014466,5.892171102,7.028184842
21707,494,66,0.395375179,6.204557763,4.204692619,0.333163325,9.899014466,5.414150655,7.462526021
21708,494,52,-0.139269259,6.204557763,3.970291914,-0.130387056,9.899014466,5.119499753,4.195026635
21709,494,47,0.404937038,6.204557763,3.871201011,0.339992489,9.899014466,4.994938594,7.510663811
21710,500,37,0.240700918,6.216606101,3.63758616,0.215676476,9.779169766,4.701275542,6.63437827
21711,505,29,0.059696267,6.226536669,3.401197382,0.057982327,9.680390507,4.404125556,5.522815088
21713,494,185,0.095504497,6.204557763,5.225746674,0.091214985,9.899014466,6.697655739,5.757067274
21714,504,290,0.301399955,6.224558429,5.673323267,0.263440574,9.70006804,7.260277111,6.971060463
21715,496,241,0.234188102,6.208590026,5.488937726,0.210413346,9.858905582,7.028497238,6.597279232
21716,496,247,0.124413066,6.208590026,5.513428746,0.11726118,9.858905582,7.059283412,5.940663124
21717,500,51,0.242712526,6.216606101,3.951243719,0.217296511,9.779169766,5.095555424,6.645797662
21718,500,280,0.021273212,6.216606101,5.638354669,0.021050096,9.779169766,7.216320209,5.262485148
21719,498,61,0.044717498,6.212606096,4.127134385,0.043746512,9.818957778,5.316656906,5.422468895
21720,561,10,-0.013039002,6.33150185,2.397895273,-0.012954726,8.636302936,3.142935365,5.022790094
21721,500,33,0.021295625,6.216606101,3.526360525,0.021072042,9.779169766,4.561460547,5.262639845
21722,495,37,0.016631709,6.206575927,3.63758616,0.016494916,9.878939808,4.701275542,5.230376349
21723,498,65,0.020755942,6.212606096,4.189654742,0.020543472,9.818957778,5.395247452,5.258914033
21724,495,83,0.005666162,6.206575927,4.430816799,0.00565017,9.878939808,5.698397637,5.153933305
21725,499,56,0.004988648,6.214608098,4.043051268,0.004976246,9.799043878,5.210961122,5.149182913
21726,500,51,0.028408809,6.216606101,3.951243719,0.028012762,9.779169766,5.095555424,5.311563974
21730,497,76,0.082594118,6.210600077,4.343805422,0.079360122,9.838911626,5.589020916,5.673504065
21731,494,862,0.177585269,6.204557763,6.760414691,0.16346596,9.899014466,8.626793764,6.266353912
21733,496,732,0.140703834,6.208590026,6.597145702,0.13164547,9.858905582,8.421558227,6.042055898
21735,501,44,0.338856081,6.21860012,3.80666249,0.291815578,9.759335284,4.913811135,7.171071754
21736,505,6,-0.012672651,6.226536669,1.945910149,-0.012593025,9.680390507,2.574772297,5.025339667
21738,496,12,0.284509378,6.208590026,2.564949357,0.250376839,9.858905582,3.352928917,6.87897609
21739,500,74,0.364261631,6.216606101,4.317488114,0.310613353,9.779169766,5.555939025,7.303574542
21741,498,32,0.276577815,6.212606096,3.496507561,0.244182916,9.818957778,4.523934198,6.835316027
21742,502,54,-0.226697309,6.22059017,4.007333185,-0.204325443,9.739540273,5.166062088,3.673845668
21743,497,36,1,6.210600077,3.610917913,0.693147181,9.838911626,4.667752507,10
21744,497,86,0.429197493,6.210600077,4.465908119,0.357113093,9.838911626,5.742508806,7.631344463
21745,496,200,0.396696352,6.208590026,5.303304908,0.334109699,9.858905582,6.795149488,7.46919688
21746,497,290,0.028588844,6.210600077,5.673323267,0.028187808,9.838911626,7.260277111,5.312797847
21747,498,57,-0.039452851,6.212606096,4.060443011,-0.03869447,9.818957778,5.232823226,4.841354372
21749,496,159,0.365169675,6.208590026,5.075173815,0.311278725,9.858905582,6.508379737,7.308264652
21750,509,30,0.128673431,6.234410726,3.433987204,0.121042988,9.602067349,4.445343652,5.967320542
21754,494,551,0.426203778,6.204557763,6.313548046,0.355016214,9.899014466,8.065064825,7.616563868
21755,496,439,0.187607122,6.208590026,6.086774727,0.171940461,9.858905582,7.780001848,6.326089442
21756,496,182,0.244885096,6.208590026,5.209486153,0.219043233,9.858905582,6.677215625,6.658110051
21757,770,2,0.287993359,6.647688374,1.098612289,0.253085472,5.491198841,1.50968558,6.898068853
21770,514,276,0.198287067,6.244166901,5.624017506,0.180893093,9.505022777,7.198297831,6.389195246
21773,494,195,0.002713531,6.204557763,5.278114659,0.002709856,9.899014466,6.763484355,5.133207459
21774,494,191,0.38404001,6.204557763,5.257495372,0.325006766,9.899014466,6.7375651,7.405031621
21775,494,160,0.380242097,6.204557763,5.081404365,0.322258916,9.899014466,6.516211783,7.38566243
21781,496,29,0.17270005,6.208590026,3.401197382,0.159308825,9.858905582,4.404125556,6.237050873
21784,498,17,0.141560007,6.212606096,2.890371758,0.132395754,9.818957778,3.761997666,6.04734454
21785,509,3,-0.026723438,6.234410726,1.386294361,-0.026372604,9.602067349,1.871313253,4.92820942
21786,494,233,-0.004193783,6.204557763,5.455321115,-0.004185013,9.899014466,6.986239836,5.084606524
21787,497,240,0.030231874,6.210600077,5.484796933,0.029783897,9.838911626,7.023292098,5.324048449
21788,490,88,0.022625098,6.196444128,4.48863637,0.022372947,9.979720707,5.771079111,5.271809732
21789,496,91,0.019558947,6.208590026,4.521788577,0.019370128,9.858905582,5.812752739,5.250643302
21790,494,914,0.026397619,6.204557763,6.818924065,0.026055215,9.899014466,8.700342347,5.297765507
21791,497,587,0.019629743,6.210600077,6.376726948,0.019439564,9.838911626,8.144483188,5.251132744
21792,507,79,0.328652331,6.230481448,4.382026635,0.284165143,9.641151838,5.637066483,7.117144949
21793,500,64,-0.307956949,6.216606101,4.17438727,-0.268466339,9.779169766,5.376055639,3.221725798
21794,500,92,0.067039429,6.216606101,4.532599493,0.064887924,9.779169766,5.826342485,5.571491642
21801,494,139,0.006854937,6.204557763,4.941642423,0.006831548,9.899014466,6.340525527,5.162260669
21802,494,186,0.007701665,6.204557763,5.231108617,0.007672159,9.899014466,6.704395912,5.168186012
21803,494,185,0.006459547,6.204557763,5.225746674,0.006438773,9.899014466,6.697655739,5.159492055
21804,510,37,0.130053446,6.23636959,3.63758616,0.122264929,9.582582544,4.701275542,5.975933825
21807,496,21,-0.010437502,6.208590026,3.091042453,-0.010383408,9.858905582,4.014248619,5.040914942
21808,502,30,-0.389110606,6.22059017,3.433987204,-0.32866369,9.739540273,4.445343652,2.797403402
21809,500,96,-0.202062746,6.216606101,4.574710979,-0.184039036,9.779169766,5.879278278,3.81684161
21810,500,194,-0.031600279,6.216606101,5.272999559,-0.031111266,9.779169766,6.757054472,4.894807278
21811,500,206,-0.023955389,6.216606101,5.332718793,-0.02367296,9.779169766,6.832123898,4.947238816
21812,504,70,0.29891509,6.224558429,4.262679877,0.26152937,9.70006804,5.487042917,6.957588666
21813,505,61,0.309200283,6.226536669,4.127134385,0.26941648,9.680390507,5.316656906,7.01318376
21814,505,13,-0.191542855,6.226536669,2.63905733,-0.175248985,9.680390507,3.446085551,3.878801407
21815,504,26,0.214964157,6.224558429,3.295836866,0.194714576,9.70006804,4.271683246,6.486620875
21816,884,6,-0.011231322,6.785587645,1.945910149,-0.011168719,4.119516209,2.574772297,5.035379398
21817,496,43,-0.000554291,6.208590026,3.784189634,-0.000554137,9.858905582,4.885561872,5.110200044
21818,496,130,-0.013170305,6.208590026,4.875197323,-0.013084331,9.858905582,6.257001425,5.021876527
21819,496,95,-0.038786065,6.208590026,4.564348191,-0.038052786,9.858905582,5.866251847,4.845877508
21821,500,33,0.220450755,6.216606101,3.526360525,0.199220262,9.779169766,4.561460547,6.518380803
21822,497,77,-0.021076072,6.210600077,4.356708827,-0.020857044,9.838911626,5.605241003,4.9670878
21823,498,75,-0.015571484,6.212606096,4.33073334,-0.015451492,9.818957778,5.572588796,5.005190749
21824,500,84,-0.044118513,6.216606101,4.442651256,-0.043173001,9.779169766,5.713274016,4.809785857
21826,500,36,0.016481634,6.216606101,3.610917913,0.016347286,9.779169766,4.667752507,5.229335727
21827,510,3,-0.115928016,6.23636959,1.386294361,-0.10968636,9.582582544,1.871313253,4.340942836
21828,497,84,0.049738904,6.210600077,4.442651256,0.04854147,9.838911626,5.713274016,5.456267859
21829,497,209,0.004098389,6.210600077,5.347107531,0.004090013,9.838911626,6.850211107,5.142935985
21830,494,108,0.008671426,6.204557763,4.691347882,0.008634046,9.899014466,6.025895451,5.174966211
21832,494,181,0.015064923,6.204557763,5.204006687,0.014952574,9.899014466,6.670327721,5.219504603
21833,493,159,0.282026374,6.202535517,5.075173815,0.248441931,9.91912972,6.508379737,6.865337204
21836,762,2,-0.004673736,6.637258031,1.098612289,-0.004662848,5.594949349,1.50968558,5.081238338
21839,1129,1,0.29,7.029972912,0.693147181,0.254642218,1.688618477,1,6.909042134
21841,626,15,0.038496208,6.440946541,2.772588722,0.037773713,7.547657725,3.61393976,5.380367501
21843,497,229,0.187760003,6.210600077,5.438079309,0.172069183,9.838911626,6.964566208,6.326996783
21844,497,156,0.358491321,6.210600077,5.056245805,0.306374761,9.838911626,6.484586484,7.273697324
21845,500,96,-0.060904994,6.216606101,4.574710979,-0.059122312,9.779169766,5.879278278,4.697361475
21846,490,94,0.029881434,6.196444128,4.553876892,0.029443683,9.979720707,5.853089011,5.321650328
21847,500,40,0.244451885,6.216606101,3.713572067,0.21869518,9.779169766,4.796792814,6.655656674
21849,494,61,0.380500272,6.204557763,4.127134385,0.32244595,9.899014466,5.316656906,7.386980799
21850,503,41,0.267222624,6.222576268,3.737669618,0.236827595,9.719784577,4.827084384,6.783469441
21851,500,51,-0.160044723,6.216606101,3.951243719,-0.148458558,9.779169766,5.095555424,4.067643235
21864,494,180,0.255034009,6.204557763,5.198497031,0.227162671,9.899014466,6.663401867,6.71534279
21865,496,111,0.17542774,6.208590026,4.718498871,0.161632116,9.858905582,6.060025311,6.253427413
21866,494,211,0.191839108,6.204557763,5.356586275,0.175497583,9.899014466,6.86212626,6.351163079
21867,502,125,0.021985431,6.22059017,4.836281907,0.021747236,9.739540273,6.208083217,5.267399189
21868,496,361,0.046839114,6.208590026,5.891644212,0.045775256,9.858905582,7.53471512,5.436769217
21870,495,208,-0.054032963,6.206575927,5.342334252,-0.052623724,9.878939808,6.844210908,4.743169082
21871,496,363,0.00704274,6.208590026,5.897153868,0.007018055,9.858905582,7.541640974,5.163575331
21872,491,146,0.021919086,6.198478716,4.990432587,0.021682317,9.959482674,6.401856681,5.266941581
21873,494,127,-0.019556928,6.204557763,4.852030264,-0.019368149,9.899014466,6.227879521,4.977582805
21874,496,309,0.310655837,6.208590026,5.736572297,0.270527651,9.858905582,7.339783628,7.021016241
21875,496,146,0.018240631,6.208590026,4.990432587,0.018076266,9.858905582,6.401856681,5.241523055
21876,494,345,0.211197915,6.204557763,5.846438775,0.191609882,9.899014466,7.477890109,6.464736342
21877,494,384,0.005685436,6.204557763,5.953243334,0.005669335,9.899014466,7.612147639,5.154068396
21878,494,296,0.028161661,6.204557763,5.693732139,0.027772412,9.899014466,7.285931865,5.309869782
21879,494,114,-0.034663666,6.204557763,4.744932128,-0.034076414,9.899014466,6.093252954,4.87390638
21880,494,263,0.004165904,6.204557763,5.575949103,0.004157251,9.899014466,7.137873959,5.143409932
21881,494,96,0.020867545,6.204557763,4.574710979,0.020652801,9.899014466,5.879278278,5.259684671
21882,494,85,0.014574122,6.204557763,4.454347296,0.01446894,9.899014466,5.727976398,5.216095538
21883,494,157,0.00291447,6.204557763,5.062595033,0.002910231,9.899014466,6.492567713,5.134619873
21884,498,113,-0.040783526,6.212606096,4.736198448,-0.03997382,9.818957778,6.082274375,4.832336416
21888,494,284,0.161626989,6.204557763,5.65248918,0.149821599,9.899014466,7.234087845,6.170176796
21889,495,553,0.017740209,6.206575927,6.317164687,0.017584688,9.878939808,8.069611085,5.238057989
21890,494,194,0.400616707,6.204557763,5.272999559,0.336912645,9.899014466,6.757054472,7.488954434
21891,494,424,0.024187509,6.204557763,6.052089169,0.023899624,9.899014466,7.736400739,5.282571062
21892,494,389,-0.022791625,6.204557763,5.966146739,-0.022535776,9.899014466,7.628367726,4.955254661
21894,496,125,0.457664523,6.208590026,4.836281907,0.376835513,9.858905582,6.208083217,7.770364944
21895,508,1,1,6.232448017,0.693147181,0.693147181,9.621590396,1,10
21896,496,135,0.139768276,6.208590026,4.912654886,0.130824975,9.858905582,6.304087054,6.036272346
21897,597,4,0.132977161,6.393590754,1.609437912,0.124848824,8.018705247,2.151813469,5.994147322
21898,598,33,0.218731901,6.395261598,3.526360525,0.197810893,8.002085377,4.561460547,6.508446364
21899,497,304,0.006124596,6.210600077,5.720311777,0.006105917,9.838911626,7.319343514,5.157145802
21900,500,396,0.01932697,6.216606101,5.983936281,0.019142576,9.779169766,7.650729879,5.249039318
21901,499,332,0.033833669,6.214608098,5.80814249,0.033273902,9.799043878,7.429750174,5.348648982
21902,500,222,0.007722348,6.216606101,5.407171771,0.007692684,9.779169766,6.925714218,5.168330687
21903,500,164,0.355817894,6.216606101,5.105945474,0.304404884,9.779169766,6.547060921,7.259811947
21904,503,28,0.440052688,6.222576268,3.36729583,0.364679702,9.719784577,4.361509973,7.68468039
21905,497,155,-0.018171832,6.210600077,5.049856007,-0.018008697,9.838911626,6.476554257,4.987165383
21906,497,88,0.193274359,6.210600077,4.48863637,0.176701091,9.838911626,5.771079111,6.359646431
21907,497,392,0.12688365,6.210600077,5.973809612,0.119455991,9.838911626,7.638000258,5.956134026
21908,497,475,0.188188316,6.210600077,6.165417854,0.172429723,9.838911626,7.878859351,6.329538181
21910,502,11,0.349761002,6.22059017,2.48490665,0.299927541,9.739540273,3.252312087,7.228251805
