StockCode,Recency,Frequency,Monetary,Recency_Scaled,Frequency_Scaled,Monetary_Scaled,Cluster
21946,497,24,0.034351067,9.838911626,4.174940192,5.352175806,2
21947,494,171,-0.023816942,9.899014466,6.599289651,4.948191941,0
21948,494,178,0.276044014,9.899014466,6.64943462,6.83236793,0
21949,494,143,0.017337348,9.899014466,6.375937427,5.2352672280000006,0
21955,501,117,0.030844336,9.759335284,6.125624854,5.328237673,0
21967,494,235,0.006315409,9.899014466,6.996938107999999,5.158482497,0
21972,494,81,0.0031452290000000003,9.899014466,5.668106067999999,5.136241549,0
21973,505,34,-0.015753593,9.680390507,4.59789902,5.003926885,2
21974,500,393,0.318833236,9.779169766,7.641194769,7.06485859,0
21975,494,681,0.017909193,9.899014466,8.330905524,5.239228275,0
21976,496,450,0.000355674,9.858905582,7.811041433,5.116612725,0
21977,496,1023,0.016721454,9.858905582,8.841819281,5.230998573,0
21980,495,337,-0.005875719000000001,9.878939808,7.44848434,5.072810186,0
21981,497,282,0.009720724,9.838911626,7.225235419,5.182295163,0
21982,494,362,0.01475052,9.899014466,7.538182817,5.217320975,0
21983,494,158,0.008059707,9.899014466,6.500498587,5.170690065,0
21984,497,220,0.013614596999999999,9.838911626,6.914389462999999,5.209425985,0
21985,494,494,0.014524916,9.899014466,7.9280597539999995,5.2157536669999995,0
21986,494,189,0.008985293,9.899014466,6.724402265,5.177159251,0
21987,495,197,0.019821037,9.878939808,6.776246285,5.252455068,0
21988,495,215,0.022404739,9.878939808,6.885623006,5.270290653,0
21989,494,375,0.037502384,9.899014466,7.582413391,5.373618631,0
21990,494,334,0.297033641,9.899014466,7.437277377999999,6.947371157999999,0
21991,495,197,0.072263348,9.878939808,6.776246285,5.60591662,0
21992,494,430,0.09122626800000001,9.899014466,7.754023074,5.729485778,0
21993,494,388,0.16982667199999998,9.899014466,7.625140409,6.219758405,0
22021,502,97,-0.012030625,9.739540273,5.892171102000001,5.029810002,0
22023,500,173,0.0008516810000000001,9.779169766,6.613822058999999,5.120106897,0
22024,494,224,0.009114845,9.899014466,6.936937857999999,5.1780642530000005,0
22025,491,163,-0.006022039,9.959482674,6.5394193210000005,5.071784897,0
22026,496,179,0.014285572,9.858905582,6.656437642,5.214090525,0
22027,494,413,0.010469186,9.899014466,7.703437151,5.187518234,0
22028,495,281,0.010038102,9.878939808,7.220785717,5.184510427,0
22029,496,577,0.009353026,9.858905582,8.122921092999999,5.179727796,0
22030,497,323,0.010036809,9.838911626,7.3953085860000005,5.1845014019999995,0
22031,494,91,0.015979128000000002,9.899014466,5.812752739,5.225850203,0
22032,494,66,0.000954599,9.899014466,5.414150655,5.120831694,0
22033,497,29,-0.018556742,9.838911626,4.404125556,4.984501133999999,2
22034,500,4,1.0,9.779169766,2.151813469,10.0,2
22035,494,162,0.018253102,9.899014466,6.531730982999999,5.241609386,0
22037,497,392,0.018506599,9.838911626,7.638000258,5.243364002,0
22038,604,21,-0.0005824,7.9029451239999995,4.014248619,5.110002021000001,2
22039,617,9,-0.008608656999999999,7.691472129,3.0231267230000003,5.053684606,2
22040,501,29,0.007220939,9.759335284,4.404125556,5.164822541,2
22041,494,345,0.178050932,9.899014466,7.477890109,6.269140755,0
22042,496,31,0.001601687,9.858905582,4.4852530139999995,5.125387105,2
22043,497,51,-0.00438157,9.838911626,5.095555424,5.083288493,0
22044,509,21,0.023307285,9.602067349,4.014248619,5.27651041,2
22045,498,242,0.014560917,9.818957778,7.033680912,5.216003797,0
22046,494,82,0.004973091,9.899014466,5.683343094,5.1490737939999995,0
22047,494,120,0.016264851,9.899014466,6.1571839839999996,5.227832268999999,0
22048,494,38,-0.001063687,9.899014466,4.73392775,5.106612286,2
22049,496,29,0.001292962,9.858905582,4.404125556,5.123214094,2
22050,502,44,0.003338173,9.739540273,4.913811135,5.137597185,2
22051,501,52,-0.000260095,9.759335284,5.119499753,5.112272945,0
22052,504,41,0.014090333,9.70006804,4.827084384,5.212733565,2
22053,507,35,-0.06768802900000001,9.641151837999999,4.63331092,4.65243716,2
22055,501,241,0.094617353,9.759335284,7.028497238,5.751356771,0
22057,507,68,-0.018211927,9.641151837999999,5.451125065,4.986887806,0
22059,500,200,0.047843618,9.779169766,6.795149488,5.443529764,0
22060,500,47,0.173815849,9.779169766,4.994938594,6.2437545189999994,2
22061,497,83,0.29953949399999996,9.838911626,5.698397637,6.960976317999999,0
22062,501,92,-0.043133455999999994,9.759335284,5.826342485,4.81643912,0
22063,497,116,0.373819921,9.838911626,6.114926583,7.35278803,0
22064,496,250,0.332591678,9.858905582,7.074398296,7.138013315,0
22065,500,194,-0.156743914,9.779169766,6.757054472,4.08772874,0
22066,497,173,-0.040909517,9.838911626,6.613822058999999,4.831483181,0
22067,496,70,0.29513506100000003,9.858905582,5.487042917,6.93704558,0
22068,498,124,0.37419509100000004,9.818957778,6.198066915,7.354712704,0
22069,496,135,0.32386374100000004,9.858905582,6.304087054,7.091694311,0
22070,509,103,0.277626654,9.602067349,5.966868677000001,6.841105001,0
22071,500,83,0.08788600699999999,9.779169766,5.698397637,5.70787603,0
22072,500,149,0.38024590799999997,9.779169766,6.427252277999999,7.385681892999999,0
22073,501,69,0.424902021,9.759335284,5.469212272999999,7.610127137999999,0
22074,494,206,-0.042372125,9.899014466,6.832123898,4.821585606,0
22075,496,137,0.150376956,9.858905582,6.322438318,6.101577886,0
22076,494,198,0.426835656,9.899014466,6.78257899,7.619686162000001,0
22077,492,952,0.168192098,9.939285734,8.751492331,6.209902305,0
22078,498,187,0.219919232,9.818957778,6.711100138,6.51531026,0
22079,494,358,0.43548111899999997,9.899014466,7.524254261,7.662267612000001,0
22080,495,117,0.116323571,9.878939808,6.125624854,5.88976743,0
22081,497,135,0.425583793,9.838911626,6.304087054,7.61349899,0
22082,495,397,0.414788655,9.878939808,7.653892244,7.559918885,0
22083,494,538,0.227892165,9.899014466,8.035106467,6.561229031,0
22084,496,578,0.32281504,9.858905582,8.125094022999999,7.086108337000001,0
22085,498,90,0.41208957799999996,9.818957778,5.799014467,7.546458518,0
22086,494,774,0.18721830600000003,9.899014466,8.491597097,6.323781306,0
22087,495,411,0.12452276,9.878939808,7.697349782000001,5.941350758,0
22088,503,289,0.352501471,9.719784577,7.255949949,7.242548844,0
22089,497,287,0.238225059,9.838911626,7.24725068,6.620298001,0
22090,491,814,0.262104637,9.959482674,8.554857706,6.754943282,0
22091,494,148,-0.051444105,9.899014466,6.418843957000001,4.760503388,0
22092,502,80,-0.022692692999999996,9.739540273,5.652682079,4.95593651,0
22093,500,130,-0.019679518,9.779169766,6.257001425,4.976735316,0
22094,496,199,-0.038499862999999995,9.858905582,6.788879952,4.8478198489999995,0
22095,497,123,-0.040592573,9.838911626,6.187970159,4.833629796,0
22096,494,98,-0.034736262999999996,9.899014466,5.904933032000001,4.873411816,0
22097,496,128,-0.088296123,9.858905582,6.237661977,4.517679317,0
22098,494,159,-0.035987693,9.899014466,6.508379737,4.864891947,0
22099,497,122,-0.008506688,9.838911626,6.177791647,5.054397273,0
22100,496,47,-0.042822654,9.858905582,4.994938594,4.818539648,0
22101,496,69,0.25261222699999997,9.858905582,5.469212272999999,6.701727795,0
22102,507,34,0.24567178899999997,9.641151837999999,4.59789902,6.662563101,2
22103,554,35,0.30145975399999997,8.760975881,4.63331092,6.971384346000001,2
22104,494,62,0.023188117,9.899014466,5.336769964,5.275689497,0
22105,500,29,0.38122937700000004,9.779169766,4.404125556,7.390702635,2
22106,497,38,0.20432299399999998,9.838911626,4.73392775,6.424612115,2
22107,497,128,0.257880283,9.838911626,6.237661977,6.731310692,0
22108,497,51,0.361478825,9.838911626,5.095555424,7.289181676,2
22109,496,187,0.317345038,9.858905582,6.711100138,7.056900026,0
22110,494,205,0.060572944000000004,9.899014466,6.826036529,5.5286441260000005,0
22111,494,470,0.371487609,9.899014466,7.865585317000001,7.340811131000001,0
22112,494,486,0.264026999,9.899014466,7.907578009,6.765671508,0
22113,494,404,0.24081960600000002,9.899014466,7.675808802000001,6.635052547000001,0
22114,494,374,0.080962085,9.899014466,7.579065748,5.662869755,0
22115,496,207,0.072812275,9.858905582,6.838181931,5.609524233999999,0
22116,497,143,0.00811193,9.838911626,6.375937427,5.171055223,0
22117,494,98,0.051466202999999995,9.899014466,5.904933032000001,5.467856909,0
22118,496,46,0.271272461,9.858905582,4.968473631,6.805960513,2
22119,503,49,0.09185284099999999,9.719784577,5.046253445,5.733532009,2
22120,502,71,0.335344578,9.739540273,5.504624173,7.1525599920000005,0
22121,496,69,0.180101105,9.858905582,5.469212272999999,6.281397279,0
22123,494,108,0.375511599,9.899014466,6.025895451,7.361462425,0
22124,494,64,0.20750426800000002,9.899014466,5.376055639,6.443207435,0
22125,792,2,0.294197644,5.211341797,1.50968558,6.931941782999999,1
22127,502,25,-0.09968605800000001,9.739540273,4.22424217,4.444290491,2
22128,500,90,0.011654293000000001,9.779169766,5.799014467,5.1957804880000005,0
22129,505,91,0.21074482600000002,9.680390507,5.812752739,6.462098985,0
22131,496,298,0.284310668,9.858905582,7.294368402000001,6.877885568,0
22132,496,181,0.032939243,9.858905582,6.6703277210000005,5.342547993999999,0
22133,497,165,0.006216789,9.838911626,6.554656348,5.157791668,0
22134,494,196,0.015764155,9.899014466,6.769881515,5.224358566,0
22135,494,201,-0.00068163,9.899014466,6.801387909,5.109303003,0
22136,497,99,0.13233848,9.838911626,5.917566699,5.99017263,0
22137,591,17,-0.11135287,8.119011876,3.761997666,4.369901545,2
22138,494,719,0.326340391,9.899014466,8.399064148999999,7.104868809,0
22139,497,674,0.083328526,9.838911626,8.317936691,5.67828423,0
22141,496,326,0.064358567,9.858905582,7.406894284,5.553759607000001,0
22142,497,274,0.05979956,9.838911626,7.189188811,5.523502131,0
22144,494,373,0.061190655,9.899014466,7.575709165,5.5327484060000005,0
22145,509,1,0.14297194,9.602067349,1.0,6.056057497,2
22146,688,2,1.0,6.609709013,1.50968558,10.0,1
22147,494,516,0.04379386,9.899014466,7.982722249,5.416234221,0
22148,561,248,0.350712177,8.636302936,7.064341927999999,7.233217376,0
22149,494,570,0.394674344,9.899014466,8.107604497999999,7.458984805,0
22150,498,430,0.299687215,9.818957778,7.754023074,6.961777529,0
22151,497,375,0.018063403999999998,9.838911626,7.582413391,5.24029608,0
22152,496,100,0.00781143,9.858905582,5.930074656,5.168953773999999,0
22153,500,114,-0.007101055,9.779169766,6.0932529539999996,5.064228654,0
22154,496,135,-0.015734444,9.858905582,6.304087054,5.004059767,0
22155,497,114,0.007129870999999999,9.838911626,6.0932529539999996,5.164185182,0
22156,496,276,0.034094715,9.858905582,7.1982978310000005,5.350428614,0
22157,502,10,0.037631536,9.739540273,3.142935365,5.374496043,2
22158,494,216,-0.165183062,9.899014466,6.8914292029999995,4.036489757,0
22161,494,365,0.007790511,9.899014466,7.548528878,5.168807455,0
22162,496,92,0.400376799,9.858905582,5.826342485,7.48774695,0
22163,500,105,0.19910522,9.779169766,5.990813007000001,6.394006344,0
22164,500,11,0.482861731,9.779169766,3.252312087,7.891170399,2
22165,500,67,0.35045330799999996,9.779169766,5.4327738,7.231866308,0
22166,496,39,0.106421623,9.858905582,4.76575323,5.8269641420000005,2
22167,501,78,0.393221603,9.759335284,5.621254459,7.451638647,0
22168,501,45,0.068610147,9.759335284,4.941439485,5.581860165,2
22169,496,186,0.030094276,9.858905582,6.704395912000001,5.323106936,0
22170,495,167,0.334599892,9.878939808,6.569710891000001,7.1486279360000005,0
22171,496,200,0.408826365,9.858905582,6.795149488,7.530150396,0
22173,497,437,0.08269644799999999,9.838911626,7.774275007999999,5.674170315,0
22174,496,282,0.323259268,9.858905582,7.225235419,7.088475087000001,0
22175,494,150,0.309261091,9.899014466,6.43560473,7.013511146,0
22176,494,123,-0.037601037999999996,9.899014466,6.187970159,4.8539232960000005,0
22178,494,1171,-0.00692119,9.899014466,9.01151351,5.06548767,0
22179,496,143,-0.06681369999999999,9.858905582,6.375937427,4.658211829,0
22180,498,54,0.261618619,9.818957778,5.166062088,6.752228346,2
22181,497,61,-0.013303593999999998,9.838911626,5.316656906,5.0209492639999995,0
22182,497,109,0.228633146,9.838911626,6.037375341000001,6.565481435,0
22183,494,107,0.421297985,9.899014466,6.014309752999999,7.5922757260000004,0
22184,496,27,0.14104799,9.858905582,4.317398804,6.0441822489999995,2
22185,500,152,0.295778759,9.779169766,6.452144959,6.940548078,0
22186,500,113,0.12026601199999999,9.779169766,6.082274375,5.914617522,0
22188,497,153,0.11399028300000001,9.838911626,6.46033417,5.875018821,0
22189,495,450,0.224759315,9.878939808,7.811041433,6.543221568,0
22190,497,104,0.32452585,9.838911626,5.978897852999999,7.095218804,0
22191,494,240,0.210995673,9.899014466,7.023292098,6.463559244,0
22192,500,183,0.152873474,9.779169766,6.684065992000001,6.116858549,0
22193,497,238,0.127544493,9.838911626,7.01281671,5.960266505,0
22194,507,29,-0.184563565,9.641151837999999,4.404125556,3.920210453,2
22195,494,385,0.311653336,9.899014466,7.615408443,7.026378865,0
22196,494,533,0.048536666,9.899014466,8.023391197,5.448190368,0
22197,494,1450,0.035135428999999996,9.899014466,9.279943296,5.357519021,0
22198,494,77,0.245948117,9.899014466,5.605241003,6.66412658,0
22199,496,125,0.246033033,9.858905582,6.208083217,6.664606966,0
22200,494,96,0.04138258,9.899014466,5.879278277999999,5.399931745,0
22201,494,72,0.308754372,9.899014466,5.521962921,7.010782524,0
22202,497,38,0.004441673,9.838911626,4.73392775,5.145345458,2
22203,496,126,0.341106103,9.858905582,6.218020338,7.182907807,0
22204,494,71,0.37463406200000005,9.899014466,5.504624173,7.35696402,0
22206,500,5,-0.00031418799999999997,9.779169766,2.380998833,5.1118917569999995,2
22207,496,137,0.23964987899999998,9.858905582,6.322438318,6.628404422999999,0
22208,494,274,0.001673373,9.899014466,7.189188811,5.12589158,0
22209,494,175,-0.033292582,9.899014466,6.628188379,4.883253363,0
22210,494,169,-0.023602212,9.899014466,6.584587269,4.949670483999999,0
22211,494,201,0.017367749,9.899014466,6.801387909,5.235477868,0
22212,497,404,0.18296904600000002,9.838911626,7.675808802000001,6.298506977000001,0
22214,494,69,0.267152737,9.899014466,5.469212272999999,6.783080686,0
22215,496,60,0.24295263,9.858905582,5.296216792,6.647159439,0
22216,494,80,-0.006021289,9.899014466,5.652682079,5.071790151,0
22217,494,76,0.017229095,9.899014466,5.589020916,5.234517137,0
22219,494,601,0.01854775,9.899014466,8.174061948,5.243648795,0
22220,505,44,0.003545043,9.680390507,4.913811135,5.1390503810000006,2
22221,561,24,0.25719682,8.636302936,4.174940192,6.727479688,2
22222,494,193,0.236417348,9.899014466,6.750591531,6.609999704,0
22223,494,55,0.004356889,9.899014466,5.188712058,5.144750446000001,0
22224,489,164,0.101397436,10.0,6.547060921,5.794882865,0
22227,494,329,0.011930258000000001,9.899014466,7.418374175,5.197703054,0
22228,504,188,0.025979365,9.70006804,6.717768797000001,5.294892529,0
22229,507,124,-0.000738167,9.641151837999999,6.198066915,5.108904763,0
22230,503,123,0.034926938,9.719784577,6.187970159,5.356099135,0
22231,505,156,-0.018817654,9.680390507,6.484586483999999,4.982695736,0
22232,505,85,0.009889538,9.680390507,5.727976397999999,5.183473555,0
22233,508,118,-0.000404195,9.621590396,6.136232843999999,5.11125754,0
22236,605,35,0.22002386100000002,7.886517392000001,4.63331092,6.515914797000001,2
22241,494,353,-0.023230355,9.899014466,7.506623687,4.95223168,0
22242,498,44,0.331297018,9.818957778,4.913811135,7.131161775,2
22243,498,171,0.323853508,9.818957778,6.599289651,7.091639829,0
22244,496,176,0.334272293,9.858905582,6.635310434,7.146897466,0
22245,497,132,0.043533811,9.838911626,6.27604784,5.414477861,0
22246,494,90,0.187301918,9.899014466,5.799014467,6.324277722000001,0
22247,494,164,-0.016837448999999997,9.899014466,6.547060921,4.996409442,0
22248,494,149,-0.007164908,9.899014466,6.427252277999999,5.063781752,0
22249,494,204,0.013741488,9.899014466,6.8199195370000005,5.210308351,0
22250,494,191,-0.014827696000000001,9.899014466,6.737565099999999,5.010355105,0
22251,497,170,-0.04183063,9.838911626,6.591959955,4.825248322,0
22252,503,73,0.071966612,9.719784577,5.539065761,5.603965661,0
22254,500,75,-0.01650725,9.779169766,5.572588796000001,4.998698793,0
22255,500,91,0.000262957,9.779169766,5.812752739,5.115959382,0
22256,500,71,-0.003732708,9.779169766,5.504624173,5.087843742,0
22257,494,60,-0.033955977000000005,9.899014466,5.296216792,4.878729306,0
22258,494,115,-0.038003683999999996,9.899014466,6.10413648,4.851188485,0
22259,494,60,0.028269587000000002,9.899014466,5.296216792,5.310609661,0
22260,494,125,-0.042507120999999995,9.899014466,6.208083217,4.820672782,0
22261,496,132,-0.010541341999999999,9.858905582,6.27604784,5.04019059,0
22262,494,172,0.015635262,9.899014466,6.606576856,5.223464063,0
22263,494,64,-0.118622647,9.899014466,5.376055639,4.323942485,0
22264,494,129,-0.08329069,9.899014466,6.247368892999999,4.550174108,0
22265,498,87,0.02095676,9.818957778,5.756875126000001,5.260300654,0
22266,509,122,0.021100337,9.602067349,6.177791647,5.261291859,0
22267,579,116,0.019119154,8.322711616,6.114926583,5.247602083,0
22268,490,198,-0.003292905,9.979720707,6.78257899,5.090932996,0
22269,500,142,0.020277904,9.779169766,6.367177535,5.255612159,0
22270,532,51,0.35491480799999997,9.163298685,5.095555424,7.255115264,2
22271,497,269,0.33676193299999996,9.838911626,7.166123222,7.160037784,0
22272,494,45,0.253339465,9.899014466,4.941439485,6.705819012999999,2
22273,493,291,0.447293502,9.91912972,7.264589428,7.7200343479999995,0
22274,497,226,0.408469595,9.838911626,6.948062172,7.5283651229999995,0
22276,497,73,0.367886439,9.838911626,5.539065761,7.322278326,0
22277,497,86,0.152072967,9.838911626,5.742508806,6.11196242,0
22278,498,85,0.092220795,9.818957778,5.727976397999999,5.735907069,0
22279,494,130,0.012788091000000001,9.899014466,6.257001425,5.203675975,0
22280,494,100,-0.03229202,9.899014466,5.930074656,4.890082241,0
22281,622,48,0.028875567999999997,7.611318676000001,5.020857848,5.3147624780000005,2
22282,496,32,0.12779316300000002,9.858905582,4.523934198,5.961820899,2
22283,494,86,0.059362944,9.899014466,5.742508806,5.520597546,0
22284,496,179,0.236503895,9.858905582,6.656437642,6.610493097000001,0
22285,500,156,0.346329059,9.779169766,6.484586483999999,7.210306348,0
22286,498,134,0.169685368,9.818957778,6.294809969,6.218906917999999,0
22287,500,94,0.184695293,9.779169766,5.853089011000001,6.308785519,0
22288,508,77,0.036950198,9.621590396,5.605241003,5.369866042999999,0
22289,504,44,0.061807315,9.70006804,4.913811135,5.536843319,2
22291,502,156,-0.000230161,9.739540273,6.484586483999999,5.112483891,0
22292,509,144,0.019518596000000003,9.602067349,6.384636695,5.250364326000001,0
22293,501,155,0.130219104,9.759335284,6.476554257,5.976967065,0
22294,497,332,0.024230414,9.838911626,7.429750174,5.282866343,0
22295,497,278,0.28949705,9.838911626,7.207341317999999,6.906293363,0
22296,500,357,0.154269762,9.779169766,7.5207478729999995,6.125390512,0
22297,494,427,0.14345307,9.899014466,7.7452427870000005,6.059024062000001,0
22299,496,73,0.358613416,9.858905582,5.539065761,7.2743308120000005,0
22300,496,188,0.32548046,9.858905582,6.717768797000001,7.100297211,0
22301,496,246,0.31161834899999996,9.858905582,7.054204459,7.026190842999999,0
22302,494,235,0.15161397199999999,9.899014466,6.996938107999999,6.109153543,0
22303,495,306,0.32618070000000005,9.878939808,7.327559487,7.104020077,0
22304,500,58,0.07193996,9.779169766,5.254311601,5.60379041,0
22305,497,56,0.149858834,9.838911626,5.210961122,6.098402413,0
22306,496,85,-0.017497898,9.858905582,5.727976397999999,4.991832604,0
22307,501,55,0.363228636,9.759335284,5.188712058,7.298235251,2
22308,496,91,0.19934016699999998,9.858905582,5.812752739,6.395387327000001,0
22309,496,95,0.277648684,9.858905582,5.866251847000001,6.8412265439999995,0
22310,496,88,0.156809218,9.858905582,5.771079111000001,6.140881342,0
22311,496,108,0.297927841,9.858905582,6.025895451,6.952229101,0
22312,494,111,0.253544352,9.899014466,6.060025311,6.706971212999999,0
22313,494,58,0.223147751,9.899014466,5.254311601,6.533940427,0
22314,496,99,0.251748371,9.858905582,5.917566699,6.696864921,0
22315,495,166,-0.009625295,9.878939808,6.562206156,5.046583213,0
22316,494,57,0.023837587,9.899014466,5.232823226,5.280162353,0
22317,494,87,0.120139878,9.899014466,5.756875126000001,5.913823826000001,0
22318,496,127,0.321785865,9.858905582,6.227879521,7.08062206,0
22319,501,64,-0.011845442,9.759335284,5.376055639,5.031099931,0
22320,558,47,0.134676656,8.689542973,4.994938594,6.004712869,2
22321,500,163,0.0034125920000000003,9.779169766,6.5394193210000005,5.138119989,0
22322,494,182,-0.015381046,9.899014466,6.677215625,5.00651266,0
22323,714,2,-0.012670437,6.241259865,1.50968558,5.025355083,1
22324,500,56,0.177736548,9.779169766,5.210961122,6.2672593910000005,0
22325,494,97,0.18059246399999998,9.899014466,5.892171102000001,6.284331601,0
22326,493,654,0.33378202100000004,9.91912972,8.280128148,7.144306925,0
22327,495,238,0.259866042,9.878939808,7.01281671,6.742429626,0
22328,497,529,0.125218865,9.838911626,8.01393973,5.945712803999999,0
22329,491,255,0.302207342,9.959482674,7.099192774,6.975432205,0
22331,494,195,0.320537207,9.899014466,6.763484355,7.073960037999999,0
22332,503,161,0.343628782,9.719784577,6.523995332999999,7.196154555,0
22333,494,338,0.157996691,9.899014466,7.452197901,6.148113334,0
22334,503,117,0.198057752,9.719784577,6.125624854,6.387846187,0
22335,501,252,-0.00040147699999999996,9.759335284,7.084374851000001,5.111276694,0
22336,497,70,0.009254753000000001,9.838911626,5.487042917,5.17904147,0
22337,504,55,0.026801268,9.70006804,5.188712058,5.300537047,0
22338,500,137,-0.08691911599999999,9.779169766,6.322438318,4.526603787,0
22339,497,65,-0.044420112000000005,9.838911626,5.395247452,4.80775005,0
22340,497,103,-0.091461738,9.838911626,5.966868677000001,4.497205503,0
22341,507,87,0.156345096,9.641151837999999,5.756875126000001,6.13805271,0
22342,494,145,-0.018323213999999997,9.899014466,6.393276175,4.986117435,0
22343,494,113,0.0018078010000000002,9.899014466,6.082274375,5.126837502,0
22344,494,94,-0.012652168,9.899014466,5.853089011000001,5.025482245,0
22345,494,88,-0.024493237,9.899014466,5.771079111000001,4.943537271,0
22346,494,72,-0.023271003,9.899014466,5.521962921,4.9519516669999994,0
22348,492,372,0.027701768999999998,9.939285734,7.5723435960000005,5.306716159,0
22349,494,111,0.307690952,9.899014466,6.060025311,7.005052695,0
22350,497,109,0.444386849,9.838911626,6.037375341000001,7.705863637,0
22351,580,1,1.0,8.305576401,1.0,10.0,2
22352,496,457,0.16373706,9.858905582,7.830402157000001,6.182969276000001,0
22353,579,34,1.0,8.322711616,4.59789902,10.0,2
22354,509,70,0.27846476600000003,9.602067349,5.487042917,6.845727472,0
22355,494,950,0.004341506,9.899014466,8.748851491,5.144642483999999,0
22356,494,795,0.021105212999999998,9.899014466,8.525205497,5.261325522,0
22357,496,132,0.38472602899999997,9.858905582,6.27604784,7.408524622000001,0
22358,496,225,0.39136059,9.858905582,6.942512321000001,7.442216758,0
22359,509,75,0.15409461300000002,9.602067349,5.572588796000001,6.124320837999999,0
22360,496,202,0.23435909600000002,9.858905582,6.807595523,6.598255767,0
22361,497,218,0.37534961299999997,9.838911626,6.902961754,7.360632272,0
22362,497,116,0.102292509,9.838911626,6.114926583,5.8006089339999996,0
22363,505,77,0.118508343,9.680390507,5.605241003,5.9035493610000005,0
22364,496,156,0.186381102,9.858905582,6.484586483999999,6.318808832999999,0
22365,496,85,-0.169751025,9.858905582,5.727976397999999,4.008909575,0
22366,496,114,0.076334611,9.858905582,6.0932529539999996,5.632629642,0
22367,494,553,0.20177057899999998,9.899014466,8.069611085,6.4096570779999995,0
22371,494,302,0.196724624,9.899014466,7.311073489,6.379998268,0
22372,494,112,0.183974615,9.899014466,6.071199067999999,6.304496229,0
22374,494,176,0.159432024,9.899014466,6.635310434,6.156844955,0
22375,494,121,0.060060590999999997,9.899014466,6.167530045,5.52523807,0
22376,500,98,0.14892013199999998,9.779169766,5.904933032000001,6.09264564,0
22377,494,208,0.134942752,9.899014466,6.844210907999999,6.006365719,0
22378,491,289,0.26298951800000003,9.959482674,7.255949949,6.759883609,0
22379,491,734,0.155167462,9.959482674,8.424983403999999,6.13087043,0
22380,497,301,0.285912187,9.838911626,7.306917983,6.886669925,0
22381,497,479,0.076556585,9.838911626,7.88937857,5.634083188,0
22382,496,1184,0.215505153,9.858905582,9.025380015,6.489758875,0
22383,489,1327,0.243040145,10.0,9.168596108,6.6476557220000005,0
22384,494,1149,0.39180912,9.899014466,8.987692931,7.444488715,0
22385,496,708,0.25731378899999996,9.858905582,8.379711168,6.72813548,0
22386,496,1235,0.20276428100000002,9.858905582,9.078348615,6.41548312,0
22389,501,39,0.332824055,9.759335284,4.76575323,7.139242386,2
22390,496,27,-0.067392687,9.858905582,4.317398804,4.654387275,2
22391,501,28,0.19652914800000001,9.759335284,4.361509973,6.378846799,2
22393,501,58,0.245223553,9.759335284,5.254311601,6.660026222999999,0
22394,501,20,0.147800792,9.759335284,3.95577113,6.085774915,2
22395,501,18,0.328998814,9.759335284,3.8299622889999996,7.118982895,2
22396,494,139,-0.010379078,9.899014466,6.3405255270000005,5.041322524,0
22398,494,240,-0.033702674,9.899014466,7.023292098,4.880456372,0
22399,499,123,0.057413834000000004,9.799043877999999,6.187970159,5.507616495,0
22400,494,145,-0.001983883,9.899014466,6.393276175,5.100135827,0
22402,497,152,-0.025417931,9.838911626,6.452144959,4.937177939,0
22403,494,139,-0.045835487,9.899014466,6.3405255270000005,4.798204068,0
22405,504,74,-0.032269189,9.70006804,5.555939025,4.890238142,0
22406,497,76,-0.017389882,9.838911626,5.589020916,4.992580935,0
22407,500,26,-0.046288405,9.779169766,4.271683246,4.795152088,2
22408,504,25,0.013775326000000001,9.70006804,4.22424217,5.21054364,2
22409,501,57,-0.028915563999999998,9.759335284,5.232823226,4.913175665,0
22410,497,62,-0.013901261000000002,9.838911626,5.336769964,5.0167929330000005,0
22411,494,1166,0.304668312,9.899014466,9.006139242,6.988740879,0
22412,496,148,0.138250548,9.858905582,6.418843957000001,6.026879762,0
22413,494,403,0.20372944399999998,9.899014466,7.672701162999999,6.421137237000001,0
22414,501,39,-0.206276464,9.759335284,4.76575323,3.792175719,2
22415,503,7,0.258575393,9.719784577,2.7426265069999998,6.735204844,2
22416,498,88,-0.023159585,9.818957778,5.771079111000001,4.95271922,0
22417,495,616,-0.000279933,9.878939808,8.20499967,5.112133146000001,0
22418,496,327,0.010752032,9.858905582,7.410732575,5.189491039,0
22419,494,252,0.021366765,9.899014466,7.084374851000001,5.2631308269999995,0
22420,500,119,0.0170773,9.779169766,6.146752062999999,5.233465195,0
22421,500,216,0.007481065,9.779169766,6.8914292029999995,5.166642749,0
22422,494,187,-0.021384655,9.899014466,6.711100138,4.964957865,0
22423,494,793,0.285068987,9.899014466,8.522043132,6.882046325,0
22424,497,130,0.096529081,9.838911626,6.257001425,5.763656719,0
22425,508,130,0.003247194,9.621590396,6.257001425,5.136957997,0
22426,495,177,0.013440046,9.878939808,6.642392364,5.208212023,0
22427,501,383,-0.011750228,9.759335284,7.608878354,5.0317632539999995,0
22428,492,70,0.183848135,9.939285734,5.487042917,6.303743184,0
22429,504,291,0.10125263699999999,9.70006804,7.264589428,5.793956101,0
22430,496,153,0.372315866,9.858905582,6.46033417,7.345066732,0
22431,495,389,0.33685102100000003,9.878939808,7.6283677260000005,7.160507537000001,0
22432,495,352,0.32994712,9.878939808,7.503067703999999,7.1240108079999995,0
22433,495,265,0.342631323,9.878939808,7.147361093,7.190919807,0
