CustomerID,Recency,Frequency,Profit,R_Log,F_Log,P_Log,R_Norm,F_Norm,P_Norm,Score
13826,112,17,46.889,4.7185,2.8332,3.8478,4.283,3.8178,5.3239,4.294
13827,444,61,66.5296,6.0958,4.1109,4.1976,1.9199,5.0886,5.4984,2.9115
13828,409,15,184.3439,6.0137,2.7081,5.2168,2.0608,3.6934,6.0068,2.7819
13831,132,62,3885.1632,4.8828,4.1271,8.2649,4.0011,5.1047,7.5273,4.5744
13832,404,1,0.3509,6.0014,0,-1.0472,2.0819,1,2.8822,1.9455
13833,546,25,35.2066,6.3026,3.2189,3.5612,1.5651,4.2014,5.181,2.454
13835,74,72,436.7911,4.3041,4.2767,6.0795,4.994,5.2535,6.4371,5.1902
13837,73,35,219.6662,4.2905,3.5553,5.3921,5.0174,4.5361,6.0943,5.0288
13838,392,151,353.4902,5.9713,5.0173,5.8679,2.1336,5.99,6.3316,3.3247
13842,24,262,1793.1402,3.1781,5.5683,7.4917,6.9259,6.5381,7.1416,6.8699
13845,451,8,102.4295,6.1115,2.0794,4.6292,1.8931,3.0682,5.7137,2.5102
13846,18,80,690.9805,2.8904,4.382,6.5381,7.4195,5.3582,6.6659,6.9319
13848,24,9,1.5769,3.1781,2.1972,0.4554,6.9259,3.1853,3.6317,5.8484
13849,14,134,2032.7267,2.6391,4.8978,7.6171,7.8506,5.8713,7.2042,7.3901
13850,516,89,95.0094,6.2461,4.4886,4.554,1.6621,5.4643,5.6762,2.8239
13851,515,64,238.1127,6.2442,4.1589,5.4727,1.6654,5.1363,6.1345,2.8065
13853,444,22,887.0604,6.0958,3.091,6.7879,1.9199,4.0743,6.7905,2.8378
13854,9,145,9182.2467,2.1972,4.9767,9.125,8.6087,5.9497,7.9563,8.0117
13856,71,21,153.1829,4.2627,3.0445,5.0316,5.065,4.028,5.9144,4.9426
13859,172,23,128.7509,5.1475,3.1355,4.8579,3.547,4.1185,5.8278,3.8893
13860,388,74,163.4666,5.961,4.3041,5.0966,2.1512,5.2807,5.9469,3.1567
13862,101,112,298.6851,4.6151,4.7185,5.6994,4.4603,5.6929,6.2475,4.8856
13863,96,38,105.3506,4.5643,3.6376,4.6573,4.5474,4.6178,5.7277,4.6796
13865,445,16,30.8202,6.0981,2.7726,3.4282,1.9161,3.7575,5.1146,2.6042
13866,461,7,80.6892,6.1334,1.9459,4.3906,1.8554,2.9353,5.5947,2.4454
13867,62,66,57.2971,4.1271,4.1897,4.0483,5.2976,5.1669,5.4239,5.2841
13868,394,31,65.839,5.9764,3.434,4.1872,2.1249,4.4153,5.4932,2.9198
13869,15,378,2163.8869,2.7081,5.9349,7.6797,7.7323,6.9027,7.2354,7.5167
13870,14,91,253.1186,2.6391,4.5109,5.5339,7.8506,5.4864,6.165,7.2092
13871,48,316,732.2909,3.8712,5.7557,6.5962,5.7367,6.7245,6.6949,6.0301
13873,72,34,255.0477,4.2767,3.5264,5.5415,5.041,4.5072,6.1688,5.047
13874,16,31,494.4267,2.7726,3.434,6.2034,7.6216,4.4153,6.499,6.8681
13875,32,152,750.7872,3.4657,5.0239,6.6211,6.4323,5.9966,6.7073,6.3727
13876,450,7,13.5562,6.1092,1.9459,2.6068,1.8969,2.9353,4.7049,2.3854
13878,441,33,123.7887,6.089,3.4965,4.8186,1.9315,4.4775,5.8082,2.8284
13880,25,139,201.5731,3.2189,4.9345,5.3062,6.8559,5.9077,6.0514,6.5858
13881,16,193,2457.7878,2.7726,5.2627,7.807,7.6216,6.2341,7.2989,7.3118
13882,389,63,802.0524,5.9636,4.1431,6.6872,2.1468,5.1206,6.7403,3.2009
13883,60,185,766.9489,4.0943,5.2204,6.6424,5.3538,6.192,6.718,5.6579
13884,394,53,50.8184,5.9764,3.9703,3.9283,2.1249,4.9487,5.3641,3.0136
13885,587,21,32.913,6.375,3.0445,3.4939,1.4409,4.028,5.1474,2.329
13886,458,14,23.7053,6.1269,2.6391,3.1657,1.8667,3.6247,4.9837,2.53
13888,78,53,507.0618,4.3567,3.9703,6.2286,4.9037,4.9487,6.5115,5.0735
13890,16,97,545.0046,2.7726,4.5747,6.3008,7.6216,5.5499,6.5475,7.0998
13892,203,28,29.6431,5.3132,3.3322,3.3892,3.2626,4.3141,5.0952,3.6562
13893,684,20,80.6692,6.528,2.9957,4.3904,1.1785,3.9795,5.5946,2.1803
13895,18,60,447.4426,2.8904,4.0943,6.1035,7.4195,5.0721,6.4492,6.853
13897,437,17,23.2509,6.0799,2.8332,3.1463,1.9472,3.8178,4.974,2.624
13898,167,10,113.1398,5.118,2.3026,4.7286,3.5976,3.2901,5.7633,3.7526
13899,127,31,251.2745,4.8442,3.434,5.5265,4.0673,4.4153,6.1613,4.3463
13900,102,57,247.085,4.625,4.0431,5.5097,4.4434,5.0211,6.1529,4.7299
13901,98,173,458.9962,4.585,5.1533,6.129,4.5121,6.1253,6.4619,5.0297
13908,55,121,71.1742,4.0073,4.7958,4.2651,5.5031,5.7698,5.5321,5.5593
13911,77,229,757.1331,4.3438,5.4337,6.6295,4.9258,6.4042,6.7115,5.4001
13914,398,33,31.8387,5.9865,3.4965,3.4607,2.1076,4.4775,5.1308,2.8839
13917,436,18,73.1874,6.0776,2.8904,4.293,1.9511,3.8747,5.546,2.6953
13918,105,30,71.5299,4.654,3.4012,4.2701,4.3937,4.3827,5.5346,4.5056
13919,440,29,25.5373,6.0868,3.3673,3.2401,1.9354,4.349,5.0208,2.7267
13924,388,122,498.3365,5.961,4.804,6.2113,2.1512,5.7779,6.5029,3.3117
13925,479,41,100.5987,6.1717,3.7136,4.6111,1.7897,4.6934,5.7047,2.762
13926,410,10,48.0665,6.0162,2.3026,3.8726,2.0566,3.2901,5.3363,2.6313
13927,461,21,123.9703,6.1334,3.0445,4.82,1.8554,4.028,5.8089,2.6853
13928,397,19,574.4747,5.9839,2.9444,6.3535,2.1119,3.9285,6.5738,2.9214
13929,43,16,221.4316,3.7612,2.7726,5.4001,5.9254,3.7575,6.0983,5.5091
13932,681,15,32.6856,6.5236,2.7081,3.4869,1.186,3.6934,5.1439,2.0833
13933,496,22,22.8066,6.2066,3.091,3.1271,1.7299,4.0743,4.9644,2.5222
13934,117,61,605.1994,4.7622,4.1109,6.4056,4.208,5.0886,6.5998,4.6233
13936,22,24,150.3503,3.091,3.1781,5.013,7.0752,4.1608,5.9051,6.3753
13937,23,16,86.6236,3.1355,2.7726,4.4616,6.9989,3.7575,5.6301,6.2138
13939,160,55,129.6083,5.0752,4.0073,4.8645,3.671,4.9856,5.8311,4.1499
13946,163,14,33.1401,5.0938,2.6391,3.5007,3.6392,3.6247,5.1508,3.7874
13947,452,5,4.0258,6.1137,1.6094,1.3927,1.8893,2.6007,4.0993,2.2526
13948,18,6,12.5696,2.8904,1.7918,2.5313,7.4195,2.782,4.6672,6.2168
13949,389,119,78.8395,5.9636,4.7791,4.3674,2.1468,5.7532,5.5831,3.2117
13950,91,24,1146.8321,4.5109,3.1781,7.0448,4.6392,4.1608,6.9187,4.7715
13951,21,50,124.5519,3.0445,3.912,4.8247,7.155,4.8908,5.8112,6.5678
13952,60,256,4038.4195,4.0943,5.5452,8.3036,5.3538,6.5151,7.5466,5.8054
13954,388,25,180.5152,5.961,3.2189,5.1958,2.1512,4.2014,5.9963,2.9458
13955,164,20,26.4005,5.0999,2.9957,3.2734,3.6287,3.9795,5.0374,3.8397
13956,86,114,209.2443,4.4543,4.7362,5.3435,4.7362,5.7105,6.07,5.0644
13958,759,5,1.4075,6.632,1.6094,0.3418,1,2.6007,3.575,1.5776
13959,20,65,652.0914,2.9957,4.1744,6.4802,7.2387,5.1517,6.637,6.7611
13960,408,12,21.7595,6.0113,2.4849,3.0801,2.065,3.4714,4.9409,2.6339
13962,112,18,108.1696,4.7185,2.8904,4.6837,4.283,3.8747,5.7409,4.3471
13963,25,59,568.0785,3.2189,4.0775,6.3423,6.8559,5.0554,6.5682,6.467
13969,11,802,2460.4436,2.3979,6.6871,7.8081,8.2644,7.6508,7.2994,8.0452
13971,22,142,460.1835,3.091,4.9558,6.1316,7.0752,5.9289,6.4632,6.7847
13973,674,11,9.1614,6.5132,2.3979,2.215,1.2038,3.3849,4.5094,1.9706
13974,436,27,1.1937,6.0776,3.2958,0.177,1.9511,4.2779,3.4928,2.5706
13975,76,321,391.156,4.3307,5.7714,5.9691,4.9483,6.7401,6.3821,5.45
13976,65,10,557.5304,4.1744,2.3026,6.3235,5.2165,3.2901,6.5589,4.9655
13983,24,137,746.8746,3.1781,4.92,6.6159,6.9259,5.8933,6.7047,6.6973
13985,31,392,1394.3204,3.434,5.9713,7.2402,6.4868,6.9389,7.0161,6.6301
13986,404,12,46.3826,6.0014,2.4849,3.8369,2.0819,3.4714,5.3185,2.6835
13988,108,141,2329.2094,4.6821,4.9488,7.7533,4.3454,5.9219,7.2721,4.9533
13989,113,43,553.298,4.7274,3.7612,6.3159,4.2677,4.7408,6.5551,4.5911
13990,62,27,191.5314,4.1271,3.2958,5.2551,5.2976,4.2779,6.0259,5.1665
13991,399,68,0.8361,5.989,4.2195,-0.1791,2.1033,5.1966,3.3152,2.8431
13993,51,150,3122.5878,3.9318,5.0106,8.0464,5.6327,5.9834,7.4183,5.8814
13994,390,103,151.8702,5.9661,4.6347,5.023,2.1424,5.6096,5.9102,3.2126
13999,19,188,1084.1088,2.9444,5.2364,6.9885,7.3267,6.208,6.8906,7.0594
14000,66,31,93.4156,4.1897,3.434,4.5371,5.1903,4.4153,5.6677,5.0831
14001,89,590,8547.2253,4.4886,6.3801,9.0534,4.6773,7.3455,7.9206,5.5353
14002,521,46,51.6741,6.2558,3.8286,3.945,1.6455,4.8079,5.3724,2.6507
14004,23,162,723.2018,3.1355,5.0876,6.5837,6.9989,6.06,6.6887,6.7801
14005,23,97,87.3887,3.1355,4.5747,4.4704,6.9989,5.5499,5.6345,6.5727
14009,48,66,327.2261,3.8712,4.1897,5.7907,5.7367,5.1669,6.2931,5.6784
14012,664,11,1.825,6.4983,2.3979,0.6016,1.2294,3.3849,3.7046,1.908
14013,144,42,95.1342,4.9698,3.7377,4.5553,3.8518,4.7174,5.6768,4.2074
14016,15,184,4457.1425,2.7081,5.2149,8.4023,7.7323,6.1866,7.5958,7.4095
14020,403,19,15.4191,5.9989,2.9444,2.7356,2.0861,3.9285,4.7691,2.7229
14021,65,37,504.5734,4.1744,3.6109,6.2237,5.2165,4.5913,6.5091,5.2207
14024,508,3,2.7941,6.2305,1.0986,1.0275,1.6889,2.0926,3.9171,1.9925
14027,447,5,2.3617,6.1026,1.6094,0.8594,1.9084,2.6007,3.8332,2.2393
14029,450,9,18.9584,6.1092,2.1972,2.9422,1.8969,3.1853,4.8722,2.4521
14030,24,293,174190.5331,3.1781,5.6802,12.0679,6.9259,6.6493,9.4243,7.1204
14031,11,293,10087.0083,2.3979,5.6802,9.219,8.2644,6.6493,8.0032,7.9153
14032,9,191,2559.0916,2.1972,5.2523,7.8474,8.6087,6.2238,7.319,8.0027
14034,409,82,304.2191,6.0137,4.4067,5.7177,2.0608,5.3828,6.2567,3.1448
14035,136,73,234.2123,4.9127,4.2905,5.4562,3.9499,5.2672,6.1262,4.431
14037,22,51,784.2139,3.091,3.9318,6.6647,7.0752,4.9105,6.7291,6.6076
14038,53,114,264.0296,3.9703,4.7362,5.5761,5.5667,5.7105,6.186,5.6574
14040,27,287,2304.0435,3.2958,5.6595,7.7424,6.7238,6.6288,7.2667,6.7591
14041,116,41,130.5798,4.7536,3.7136,4.872,4.2228,4.6934,5.8348,4.4781
14044,150,252,475.9447,5.0106,5.5294,6.1653,3.7818,6.4994,6.48,4.5951
14045,11,852,15349.429,2.3979,6.7476,9.6388,8.2644,7.711,8.2126,8.1485
14046,671,14,32.7226,6.5088,2.6391,3.4881,1.2114,3.6247,5.1445,2.0874
14047,23,30,4072.7729,3.1355,3.4012,8.3121,6.9989,4.3827,7.5508,6.5309
14048,150,161,1415.419,5.0106,5.0814,7.2552,3.7818,6.0538,7.0236,4.5604
14049,159,577,2592.3148,5.0689,6.3578,7.8603,3.6818,7.3233,7.3255,4.7745
14050,418,14,41.7697,6.0355,2.6391,3.7322,2.0234,3.6247,5.2662,2.668
14051,12,242,5814.1756,2.4849,5.4889,8.6681,8.1151,6.4591,7.7284,7.7453
14054,452,6,22.5004,6.1137,1.7918,3.1135,1.8893,2.782,4.9576,2.3747
14056,30,1095,5141.6465,3.4012,6.9985,8.5451,6.5431,7.9605,7.6671,6.939
14062,12,165,1217.9605,2.4849,5.1059,7.1049,8.1151,6.0782,6.9487,7.5911
14064,67,88,427.3642,4.2047,4.4773,6.0576,5.1645,5.453,6.4262,5.3484
14066,115,13,117.4373,4.7449,2.5649,4.7659,4.2376,3.551,5.7819,4.2547
14067,450,26,32.2009,6.1092,3.2581,3.472,1.8969,4.2404,5.1365,2.6895
14068,162,42,1081.6765,5.0876,3.7377,6.9863,3.6497,4.7174,6.8895,4.1872
14071,106,275,2054.7001,4.6634,5.6168,7.6279,4.3774,6.5863,7.2095,5.1024
14076,516,43,21.6007,6.2461,3.7612,3.0727,1.6621,4.7408,4.9373,2.6053
14077,29,61,647.467,3.3673,4.1109,6.4731,6.6012,5.0886,6.6335,6.3019
14078,18,1319,38309.6804,2.8904,7.1846,10.5535,7.4195,8.1456,8.6689,7.6896
14081,145,212,1900.2071,4.9767,5.3566,7.5497,3.8399,6.3275,7.1705,4.6705
14082,22,53,71.5909,3.091,3.9703,4.271,7.0752,4.9487,5.535,6.4959
14083,12,195,363.0476,2.4849,5.273,5.8945,8.1151,6.2444,6.3449,7.564
14085,9,654,6069.2838,2.1972,6.4831,8.711,8.6087,7.4479,7.7498,8.2907
14087,389,59,30.673,5.9636,4.0775,3.4234,2.1468,5.0554,5.1122,3.0251
14088,43,459,28185.74,3.7612,6.1291,10.2466,5.9254,7.0958,8.5158,6.4185
14089,443,11,12.1212,6.0936,2.3979,2.495,1.9238,3.3849,4.6491,2.4885
14092,9,1364,26406.9029,2.1972,7.2182,10.1814,8.6087,8.179,8.4833,8.5102
14093,399,91,779.1606,5.989,4.5109,6.6582,2.1033,5.4864,6.7258,3.2421
14096,391,3221,19682.0342,5.9687,8.0774,9.8875,2.138,9.0336,8.3367,4.137
14098,423,21,941.8532,6.0474,3.0445,6.8478,2.003,4.028,6.8204,2.8898
14099,12,316,686.6007,2.4849,5.7557,6.5318,8.1151,6.7245,6.6628,7.6918
14100,524,23,37.0751,6.2615,3.1355,3.6129,1.6357,4.1185,5.2068,2.4893
14104,6,37,106.3777,1.7918,3.6109,4.667,9.3043,4.5913,5.7326,8.0046
14105,80,128,652.4761,4.382,4.852,6.4808,4.8603,5.8257,6.6373,5.2311
14107,12,162,1004.1818,2.4849,5.0876,6.9119,8.1151,6.06,6.8524,7.5778
14108,417,31,105.3701,6.0331,3.434,4.6575,2.0276,4.4153,5.7278,2.8751
14109,410,3,5.425,6.0162,1.0986,1.691,2.0566,2.0926,4.2481,2.283
14110,37,207,723.1551,3.6109,5.3327,6.5836,6.1832,6.3038,6.6886,6.2579
14111,164,7,45.6231,5.0999,1.9459,3.8204,3.6287,2.9353,5.3103,3.6582
14112,46,186,162.3495,3.8286,5.2257,5.0898,5.8097,6.1974,5.9434,5.9006
14114,139,28,457.1237,4.9345,3.3322,6.125,3.9124,4.3141,6.4598,4.2475
14116,418,62,170.2959,6.0355,4.1271,5.1375,2.0234,5.1047,5.9673,3.0341
14121,390,40,19.9846,5.9661,3.6889,2.995,2.1424,4.6689,4.8985,2.9233
14125,415,134,185.912,6.0283,4.8978,5.2253,2.0358,5.8713,6.011,3.2004
14126,394,2,1.3695,5.9764,0.6931,0.3144,2.1249,1.6894,3.5614,2.1814
14127,147,63,307.2581,4.9904,4.1431,5.7277,3.8164,5.1206,6.2617,4.3218
14128,98,66,215.2318,4.585,4.1897,5.3717,4.5121,5.1669,6.0841,4.8002
14129,126,31,206.8599,4.8363,3.434,5.332,4.0809,4.4153,6.0643,4.3461
14130,167,127,2166.4491,5.118,4.8442,7.6808,3.5976,5.8179,7.236,4.4055
14132,27,161,80.1599,3.2958,5.0814,4.384,6.7238,6.0538,5.5914,6.4766
14133,159,26,684.3081,5.0689,3.2581,6.5284,3.6818,4.2404,6.6611,4.0914
14135,11,167,793.326,2.3979,5.118,6.6762,8.2644,6.0902,6.7348,7.6766
14138,388,43,421.0841,5.961,3.7612,6.0428,2.1512,4.7408,6.4189,3.0959
14141,389,36,26.6376,5.9636,3.5835,3.2823,2.1468,4.5641,5.0418,2.9198
14142,11,979,27940.6437,2.3979,6.8865,10.2378,8.2644,7.8492,8.5114,8.2061
14143,520,7,336.7122,6.2538,1.9459,5.8192,1.6488,2.9353,6.3073,2.372
14145,72,13,108.6406,4.2767,2.5649,4.688,5.041,3.551,5.7431,4.8132
14146,15,239,1400.1859,2.7081,5.4765,7.2444,7.7323,6.4467,7.0182,7.4038
14147,436,6,67.7861,6.0776,1.7918,4.2164,1.9511,2.782,5.5078,2.473
14148,248,5,56.041,5.5134,1.6094,4.0261,2.9191,2.6007,5.4129,3.1048
14149,65,34,349.6833,4.1744,3.5264,5.857,5.2165,4.5072,6.3262,5.1856
14150,17,38,257.2659,2.8332,3.6376,5.5501,7.5175,4.6178,6.1731,6.8032
14152,80,76,71.9055,4.382,4.3307,4.2754,4.8603,5.3072,5.5372,5.0173
14154,80,95,28952.9019,4.382,4.5539,10.2734,4.8603,5.5292,8.5292,5.3609
14156,6,1380,47884.6104,1.7918,7.2298,10.7765,9.3043,8.1906,8.7802,9.0292
14157,672,36,150.6449,6.5103,3.5835,5.0149,1.2089,4.5641,5.9061,2.3496
14158,427,41,61.7066,6.0568,3.7136,4.1224,1.9869,4.6934,5.4609,2.8756
14159,14,951,1793.2385,2.6391,6.8575,7.4918,7.8506,7.8203,7.1416,7.7737
14161,60,146,1354.7589,4.0943,4.9836,7.2114,5.3538,5.9566,7.0018,5.6392
14162,39,22,79.1785,3.6636,3.091,4.3717,6.0929,4.0743,5.5853,5.6384
14163,92,32,135.4604,4.5218,3.4657,4.9087,4.6205,4.4469,5.8531,4.709
14164,457,1,0.0465,6.1247,0,-3.0682,1.8704,1,1.874,1.6967
14165,131,46,432.8637,4.8752,3.8286,6.0704,4.0141,4.8079,6.4326,4.4147
14167,14,71,434.6025,2.6391,4.2627,6.0744,7.8506,5.2395,6.4346,7.1868
14171,485,55,77.6936,6.1841,4.0073,4.3528,1.7684,4.9856,5.5758,2.7926
14173,68,40,13.4857,4.2195,3.6889,2.6016,5.1391,4.6689,4.7023,5.0014
14174,420,26,24.1262,6.0403,3.2581,3.1833,2.0153,4.2404,4.9924,2.758
14175,16,113,6626.6146,2.7726,4.7274,8.7988,7.6216,5.7017,7.7936,7.2548
14176,25,33,44.4616,3.2189,3.4965,3.7946,6.8559,4.4775,5.2974,6.2243
14177,21,22,372.9633,3.0445,3.091,5.9215,7.155,4.0743,6.3583,6.4592
14178,23,206,499.3671,3.1355,5.3279,6.2133,6.9989,6.299,6.5039,6.8094
14179,427,144,176.3219,6.0568,4.9698,5.1723,1.9869,5.9428,5.9846,3.1779
14180,13,721,26732.8518,2.5649,6.5806,10.1936,7.9778,7.5449,8.4894,7.9424
14185,293,4,29248.9957,5.6802,1.3863,10.2836,2.633,2.3788,8.5343,3.1723
14188,56,76,274.5919,4.0254,4.3307,5.6153,5.4722,5.3072,6.2056,5.5125
14189,97,303,561.6212,4.5747,5.7137,6.3308,4.5297,6.6827,6.5625,5.1636
14193,111,61,161.2069,4.7095,4.1109,5.0827,4.2984,5.0886,5.9399,4.6206
14194,27,554,1545.5727,3.2958,6.3172,7.3431,6.7238,7.2829,7.0675,6.87
14195,144,13,159.4719,4.9698,2.5649,5.0719,3.8518,3.551,5.9345,3.9999
14196,493,6,42.4613,6.2005,1.7918,3.7486,1.7403,2.782,5.2744,2.3021
14198,107,50,269.1848,4.6728,3.912,5.5954,4.3613,4.8908,6.1957,4.6507
14201,17,40,52.7451,2.8332,3.6889,3.9655,7.5175,4.6689,5.3826,6.7343
14204,389,32,13.2591,5.9636,3.4657,2.5847,2.1468,4.4469,4.6938,2.8615
14205,23,57,361.9469,3.1355,4.0431,5.8915,6.9989,5.0211,6.3434,6.5378
14209,55,108,1509.8173,4.0073,4.6821,7.3197,5.5031,5.6567,7.0558,5.6891
14210,70,131,3273.1963,4.2485,4.8752,8.0935,5.0894,5.8487,7.4418,5.4765
14211,52,80,662.029,3.9512,4.382,6.4953,5.5993,5.3582,6.6446,5.6556
14212,476,9,4.9569,6.1654,2.1972,1.6008,1.8005,3.1853,4.203,2.3177
14213,758,1,7.3005,6.6307,0,1.9879,1.0023,1,4.3962,1.3412
14214,13,82,1113.9877,2.5649,4.4067,7.0157,7.9778,5.3828,6.9042,7.3514
14215,173,121,1443.3321,5.1533,4.7958,7.2747,3.537,5.7698,7.0334,4.3332
14216,390,55,254.9518,5.9661,4.0073,5.5411,2.1424,4.9856,6.1686,3.1137
14217,24,125,1928.5746,3.1781,4.8283,7.5645,6.9259,5.8021,7.1779,6.7263
14218,429,12,24.6116,6.0615,2.4849,3.2032,1.9789,3.4714,5.0024,2.5797
14220,16,42,622.997,2.7726,3.7377,6.4345,7.6216,4.7174,6.6143,6.94
14223,160,68,306.5101,5.0752,4.2195,5.7253,3.671,5.1966,6.2604,4.2351
14224,58,173,87627.1651,4.0604,5.1533,11.3808,5.412,6.1253,9.0816,5.9216
14226,73,89,700.246,4.2905,4.4886,6.5514,5.0174,5.4643,6.6726,5.2723
14227,85,189,1642.6658,4.4427,5.2417,7.4041,4.7562,6.2133,7.0979,5.2818
14231,52,76,14.9619,3.9512,4.3307,2.7055,5.5993,5.3072,4.7541,5.4564
14232,115,128,342.8696,4.7449,4.852,5.8374,4.2376,5.8257,6.3164,4.7631
14233,107,53,145.912,4.6728,3.9703,4.983,4.3613,4.9487,5.8902,4.6317
14234,409,132,44.8011,6.0137,4.8828,3.8022,2.0608,5.8563,5.3012,3.1439
14235,72,125,388.6512,4.2767,4.8283,5.9627,5.041,5.8021,6.3789,5.327
14236,11,1833,28274.8352,2.3979,7.5137,10.2497,8.2644,8.4729,8.5174,8.3314
14237,11,3670,51704.6272,2.3979,8.2079,10.8533,8.2644,9.1634,8.8185,8.4996
14238,167,12,89.0559,5.118,2.4849,4.4893,3.5976,3.4714,5.6439,3.777
14239,47,100,292.3476,3.8501,4.6052,5.6779,5.7728,5.5802,6.2368,5.7807
14240,78,50,155.619,4.3567,3.912,5.0474,4.9037,4.8908,5.9223,5.003
14241,27,20,123.4867,3.2958,2.9957,4.8161,6.7238,3.9795,5.807,6.0833
14242,104,14,122.5,4.6444,2.6391,4.8081,4.4101,3.6247,5.803,4.3923
14243,15,182,1821.2859,2.7081,5.204,7.5073,7.7323,6.1758,7.1494,7.3627
14245,70,204,18.5322,4.2485,5.3181,2.9195,5.0894,6.2893,4.8609,5.3065
14246,91,89,682.055,4.5109,4.4886,6.5251,4.6392,5.4643,6.6594,5.0063
14247,665,19,816.7052,6.4998,2.9444,6.7053,1.2268,3.9285,6.7493,2.3194
14248,161,15,847.4416,5.0814,2.7081,6.7422,3.6603,3.6934,6.7677,3.9777
14250,394,107,211.4589,5.9764,4.6728,5.354,2.1249,5.6475,6.0753,3.2244
14251,388,67,119.3282,5.961,4.2047,4.7819,2.1512,5.1819,5.7899,3.1212
14256,22,103,797.3063,3.091,4.6347,6.6812,7.0752,5.6096,6.7373,6.7483
14257,164,142,166.6576,5.0999,4.9558,5.1159,3.6287,5.9289,5.9565,4.3215
14258,95,136,2286.9048,4.5539,4.9127,7.735,4.5654,5.886,7.2629,5.0993
14259,528,5,5.7431,6.2691,1.6094,1.748,1.6226,2.6007,4.2765,2.0836
14261,437,51,157.4898,6.0799,3.9318,5.0594,1.9472,4.9105,5.9283,2.9379
14262,94,126,206.5105,4.5433,4.8363,5.3304,4.5836,5.81,6.0635,4.9769
14264,116,16,185.6682,4.7536,2.7726,5.224,4.2228,3.7575,6.0104,4.3085
14265,496,29,203.5209,6.2066,3.3673,5.3158,1.7299,4.349,6.0562,2.6864
14267,105,60,820.6435,4.654,4.0943,6.7101,4.3937,5.0721,6.7517,4.7652
14270,173,51,372.5219,5.1533,3.9318,5.9203,3.537,4.9105,6.3577,4.0938
14271,69,19,66.6086,4.2341,2.9444,4.1988,5.114,3.9285,5.499,4.9154
14272,122,38,97.881,4.804,3.6376,4.5838,4.1362,4.6178,5.691,4.388
14273,62,36,43.3023,4.1271,3.5835,3.7682,5.2976,4.5641,5.2842,5.1495
14276,27,62,765.8354,3.2958,4.1271,6.641,6.7238,5.1047,6.7172,6.3993
14277,58,163,3107.4087,4.0604,5.0938,8.0415,5.412,6.0661,7.4159,5.7432
14280,583,5,4.2512,6.3682,1.6094,1.4472,1.4526,2.6007,4.1264,1.9496
14282,24,173,316.4307,3.1781,5.1533,5.7571,6.9259,6.1253,6.2763,6.7008
14284,417,29,137.2744,6.0331,3.3673,4.922,2.0276,4.349,5.8598,2.8751
14285,101,27,732.4982,4.6151,3.2958,6.5965,4.4603,4.2779,6.695,4.6473
14287,395,9,7.4981,5.9789,2.1972,2.0146,2.1205,3.1853,4.4095,2.5624
14288,54,30,301.6562,3.989,3.4012,5.7093,5.5346,4.3827,6.2525,5.376
14290,19,96,751.6892,2.9444,4.5643,6.6223,7.3267,5.5396,6.7079,6.9074
14291,18,297,1853.1227,2.8904,5.6937,7.5246,7.4195,6.6628,7.158,7.242
14292,50,108,102.3898,3.912,4.6821,4.6288,5.6666,5.6567,5.7135,5.6693
14293,188,67,780.5781,5.2364,4.2047,6.66,3.3943,5.1819,6.7267,4.0851
14295,719,2,5.5817,6.5779,0.6931,1.7195,1.0929,1.6894,4.2623,1.5291
14298,12,2093,2106.6754,2.4849,7.6464,7.6529,8.1151,8.6049,7.222,8.1238
14299,12,166,400.017,2.4849,5.112,5.9915,8.1151,6.0842,6.3933,7.5368
14304,74,22,31.7417,4.3041,3.091,3.4576,4.994,4.0743,5.1293,4.8236
14305,458,42,57.8611,6.1269,3.7377,4.058,1.8667,4.7174,5.4288,2.793
14306,438,31,197.2036,6.0822,3.434,5.2842,1.9433,4.4153,6.0405,2.8474
14307,22,661,2287.4737,3.091,6.4938,7.7352,7.0752,7.4585,7.2631,7.1706
14309,16,151,950.8334,2.7726,5.0173,6.8573,7.6216,5.99,6.8252,7.2156
14311,85,21,67.6608,4.4427,3.0445,4.2145,4.7562,4.028,5.5068,4.6857
14312,128,102,775.5905,4.852,4.625,6.6536,4.0539,5.5999,6.7235,4.63
14314,493,8,8.5642,6.2005,2.0794,2.1476,1.7403,3.0682,4.4758,2.2794
14315,114,114,643.8092,4.7362,4.7362,6.4674,4.2526,5.7105,6.6307,4.782
14317,451,23,1.2321,6.1115,3.1355,0.2087,1.8931,4.1185,3.5086,2.4997
14320,53,55,244.0372,3.9703,4.0073,5.4973,5.5667,4.9856,6.1467,5.5085
14321,19,147,49.9783,2.9444,4.9904,3.9116,7.3267,5.9633,5.3557,6.8569
14326,98,14,75.2208,4.585,2.6391,4.3204,4.5121,3.6247,5.5597,4.4394
14327,18,11,392.3727,2.8904,2.3979,5.9722,7.4195,3.3849,6.3836,6.509
14329,5,391,723.646,1.6094,5.9687,6.5843,9.6172,6.9363,6.689,8.7882
14333,454,15,57.1469,6.1181,2.7081,4.0456,1.8817,3.6934,5.4226,2.5981
14334,16,255,1461.3353,2.7726,5.5413,7.2871,7.6216,6.5112,7.0395,7.3413
14335,403,18,17.2186,5.9989,2.8904,2.846,2.0861,3.8747,4.8242,2.7177
14336,69,127,475.4055,4.2341,4.8442,6.1642,5.114,5.8179,6.4794,5.3913
14338,548,28,36.9885,6.3063,3.3322,3.6106,1.5588,4.3141,5.2056,2.4746
